course1,course2,risk,rr
nitrofurantoin12,moxifloxacin8,0.58 (0.39-0.75),0.27 (0.18-0.37)
nitrofurantoin12,cefprozil13,0.58 (0.39-0.75),0.44 (0.21-0.83)
nitrofurantoin12,amoxiclav8,0.58 (0.39-0.75),0.40 (0.25-0.58)
nitrofurantoin12,amoxicillin6,0.58 (0.39-0.75),0.71 (0.47-1.02)
nitrofurantoin12,clindamycin12,0.58 (0.39-0.75),0.19 (0.10-0.32)
nitrofurantoin12,nitrofurantoin12,0.58 (0.39-0.75),1.00 (1.00-1.00)
nitrofurantoin12,cefixime14,0.58 (0.39-0.75),0.14 (0.06-0.29)
nitrofurantoin12,moxifloxacin10,0.58 (0.39-0.75),0.23 (0.15-0.32)
nitrofurantoin12,cefuroxime5,0.58 (0.39-0.75),0.50 (0.32-0.76)
nitrofurantoin12,amoxiclav10,0.58 (0.39-0.75),0.36 (0.22-0.53)
nitrofurantoin12,amoxicillin8,0.58 (0.39-0.75),0.65 (0.42-0.95)
nitrofurantoin12,cefprozil14,0.58 (0.39-0.75),0.43 (0.20-0.83)
nitrofurantoin12,amoxiclav9,0.58 (0.39-0.75),0.38 (0.23-0.55)
nitrofurantoin12,amoxicillin7,0.58 (0.39-0.75),0.67 (0.44-0.97)
nitrofurantoin12,clindamycin13,0.58 (0.39-0.75),0.18 (0.10-0.30)
nitrofurantoin12,nitrofurantoin13,0.58 (0.39-0.75),1.00 (0.99-1.01)
nitrofurantoin12,cefprozil5,0.58 (0.39-0.75),0.59 (0.34-0.95)
nitrofurantoin12,moxifloxacin11,0.58 (0.39-0.75),0.21 (0.14-0.29)
nitrofurantoin12,cefuroxime6,0.58 (0.39-0.75),0.49 (0.31-0.74)
nitrofurantoin12,amoxiclav11,0.58 (0.39-0.75),0.34 (0.21-0.51)
nitrofurantoin12,amoxicillin9,0.58 (0.39-0.75),0.63 (0.41-0.93)
nitrofurantoin12,cloxacillin5,0.58 (0.39-0.75),0.60 (0.38-0.94)
nitrofurantoin12,norfloxacin5,0.58 (0.39-0.75),0.95 (0.62-1.49)
nitrofurantoin12,cefprozil7,0.58 (0.39-0.75),0.54 (0.29-0.91)
nitrofurantoin12,clindamycin14,0.58 (0.39-0.75),0.17 (0.09-0.29)
nitrofurantoin12,nitrofurantoin14,0.58 (0.39-0.75),0.99 (0.98-1.01)
nitrofurantoin12,cefprozil6,0.58 (0.39-0.75),0.59 (0.34-0.95)
nitrofurantoin12,moxifloxacin12,0.58 (0.39-0.75),0.20 (0.13-0.27)
nitrofurantoin12,cefuroxime7,0.58 (0.39-0.75),0.42 (0.25-0.65)
nitrofurantoin12,amoxiclav12,0.58 (0.39-0.75),0.33 (0.20-0.50)
nitrofurantoin12,amoxicillin10,0.58 (0.39-0.75),0.61 (0.40-0.91)
nitrofurantoin12,cloxacillin6,0.58 (0.39-0.75),0.59 (0.38-0.93)
nitrofurantoin12,norfloxacin6,0.58 (0.39-0.75),0.95 (0.61-1.49)
nitrofurantoin12,cefprozil8,0.58 (0.39-0.75),0.52 (0.27-0.89)
nitrofurantoin12,moxifloxacin14,0.58 (0.39-0.75),0.17 (0.11-0.24)
nitrofurantoin12,cefuroxime9,0.58 (0.39-0.75),0.35 (0.21-0.56)
nitrofurantoin12,amoxiclav14,0.58 (0.39-0.75),0.31 (0.19-0.47)
nitrofurantoin12,moxifloxacin13,0.58 (0.39-0.75),0.18 (0.12-0.25)
nitrofurantoin12,cefuroxime8,0.58 (0.39-0.75),0.38 (0.23-0.60)
nitrofurantoin12,amoxiclav13,0.58 (0.39-0.75),0.32 (0.19-0.48)
nitrofurantoin12,amoxicillin11,0.58 (0.39-0.75),0.60 (0.38-0.89)
nitrofurantoin12,cloxacillin7,0.58 (0.39-0.75),0.54 (0.33-0.87)
nitrofurantoin12,norfloxacin7,0.58 (0.39-0.75),0.94 (0.59-1.55)
nitrofurantoin12,cefprozil9,0.58 (0.39-0.75),0.50 (0.26-0.88)
nitrofurantoin12,nitrofurantoin5,0.58 (0.39-0.75),1.02 (0.92-1.10)
nitrofurantoin12,cefuroxime10,0.58 (0.39-0.75),0.33 (0.19-0.53)
nitrofurantoin12,azithromycin5,0.58 (0.39-0.75),0.53 (0.33-0.77)
nitrofurantoin12,amoxicillin13,0.58 (0.39-0.75),0.57 (0.36-0.86)
nitrofurantoin12,cloxacillin9,0.58 (0.39-0.75),0.49 (0.29-0.83)
nitrofurantoin12,norfloxacin9,0.58 (0.39-0.75),0.93 (0.57-1.58)
nitrofurantoin12,amoxicillin12,0.58 (0.39-0.75),0.58 (0.37-0.88)
nitrofurantoin12,cloxacillin8,0.58 (0.39-0.75),0.51 (0.31-0.85)
nitrofurantoin12,norfloxacin8,0.58 (0.39-0.75),0.93 (0.57-1.56)
nitrofurantoin12,cefprozil10,0.58 (0.39-0.75),0.48 (0.25-0.87)
nitrofurantoin12,nitrofurantoin6,0.58 (0.39-0.75),1.02 (0.92-1.10)
nitrofurantoin12,cefuroxime11,0.58 (0.39-0.75),0.30 (0.18-0.50)
nitrofurantoin12,azithromycin6,0.58 (0.39-0.75),0.53 (0.33-0.77)
nitrofurantoin12,amoxicillin14,0.58 (0.39-0.75),0.56 (0.35-0.85)
nitrofurantoin12,cloxacillin10,0.58 (0.39-0.75),0.47 (0.28-0.82)
nitrofurantoin12,ciprofloxacin5,0.58 (0.39-0.75),0.59 (0.39-0.81)
nitrofurantoin12,azithromycin9,0.58 (0.39-0.75),0.44 (0.26-0.67)
nitrofurantoin12,azithromycin13,0.58 (0.39-0.75),0.39 (0.23-0.60)
nitrofurantoin12,cefuroxime13,0.58 (0.39-0.75),0.26 (0.15-0.44)
nitrofurantoin12,azithromycin8,0.58 (0.39-0.75),0.45 (0.27-0.69)
nitrofurantoin12,nitrofurantoin7,0.58 (0.39-0.75),1.02 (0.96-1.07)
nitrofurantoin12,cefuroxime12,0.58 (0.39-0.75),0.28 (0.16-0.47)
nitrofurantoin12,azithromycin7,0.58 (0.39-0.75),0.47 (0.29-0.71)
nitrofurantoin12,azithromycin11,0.58 (0.39-0.75),0.41 (0.24-0.64)
nitrofurantoin12,cloxacillin11,0.58 (0.39-0.75),0.46 (0.26-0.81)
nitrofurantoin12,ciprofloxacin6,0.58 (0.39-0.75),0.59 (0.39-0.80)
nitrofurantoin12,azithromycin10,0.58 (0.39-0.75),0.42 (0.25-0.65)
nitrofurantoin12,azithromycin14,0.58 (0.39-0.75),0.38 (0.22-0.59)
nitrofurantoin12,cefuroxime14,0.58 (0.39-0.75),0.25 (0.14-0.42)
nitrofurantoin12,cephalexin8,0.58 (0.39-0.75),0.52 (0.35-0.71)
nitrofurantoin12,cephalexin12,0.58 (0.39-0.75),0.44 (0.29-0.60)
nitrofurantoin12,cefixime7,0.58 (0.39-0.75),0.24 (0.12-0.43)
nitrofurantoin12,cephalexin7,0.58 (0.39-0.75),0.55 (0.37-0.75)
nitrofurantoin12,azithromycin12,0.58 (0.39-0.75),0.40 (0.23-0.62)
nitrofurantoin12,cefixime6,0.58 (0.39-0.75),0.30 (0.15-0.50)
nitrofurantoin12,cephalexin6,0.58 (0.39-0.75),0.61 (0.41-0.82)
nitrofurantoin12,cephalexin10,0.58 (0.39-0.75),0.48 (0.32-0.65)
nitrofurantoin12,cefixime5,0.58 (0.39-0.75),0.30 (0.16-0.51)
nitrofurantoin12,cephalexin5,0.58 (0.39-0.75),0.62 (0.42-0.84)
nitrofurantoin12,cephalexin9,0.58 (0.39-0.75),0.50 (0.33-0.68)
nitrofurantoin12,cephalexin13,0.58 (0.39-0.75),0.42 (0.28-0.58)
nitrofurantoin12,cefixime8,0.58 (0.39-0.75),0.22 (0.10-0.40)
nitrofurantoin12,cephalexin11,0.58 (0.39-0.75),0.46 (0.30-0.63)
nitrofurantoin12,cephalexin14,0.58 (0.39-0.75),0.40 (0.27-0.56)
nitrofurantoin13,cloxacillin12,0.58 (0.39-0.75),0.44 (0.25-0.80)
nitrofurantoin13,ciprofloxacin7,0.58 (0.39-0.75),0.54 (0.35-0.74)
nitrofurantoin13,ciprofloxacin11,0.58 (0.39-0.75),0.46 (0.30-0.65)
nitrofurantoin13,cotrimoxazole5,0.58 (0.39-0.75),0.72 (0.48-1.00)
nitrofurantoin13,ciprofloxacin10,0.58 (0.39-0.75),0.48 (0.31-0.67)
nitrofurantoin13,ciprofloxacin14,0.58 (0.39-0.75),0.42 (0.27-0.60)
nitrofurantoin13,ciprofloxacin12,0.58 (0.39-0.75),0.45 (0.29-0.64)
nitrofurantoin13,ciprofloxacin9,0.58 (0.39-0.75),0.50 (0.32-0.69)
nitrofurantoin13,ciprofloxacin13,0.58 (0.39-0.75),0.44 (0.28-0.62)
nitrofurantoin13,cloxacillin13,0.58 (0.39-0.75),0.43 (0.24-0.79)
nitrofurantoin13,ciprofloxacin8,0.58 (0.39-0.75),0.52 (0.34-0.72)
nitrofurantoin13,cotrimoxazole11,0.58 (0.39-0.75),0.63 (0.41-0.90)
nitrofurantoin13,clarithromycin6,0.58 (0.39-0.75),0.82 (0.54-1.41)
nitrofurantoin13,cotrimoxazole6,0.58 (0.39-0.75),0.72 (0.48-1.00)
nitrofurantoin13,cotrimoxazole10,0.58 (0.39-0.75),0.64 (0.42-0.91)
nitrofurantoin13,clarithromycin5,0.58 (0.39-0.75),0.83 (0.55-1.44)
nitrofurantoin13,cefixime9,0.58 (0.39-0.75),0.20 (0.09-0.38)
nitrofurantoin13,cotrimoxazole9,0.58 (0.39-0.75),0.65 (0.42-0.92)
nitrofurantoin13,cotrimoxazole13,0.58 (0.39-0.75),0.61 (0.39-0.88)
nitrofurantoin13,cloxacillin14,0.58 (0.39-0.75),0.41 (0.23-0.78)
nitrofurantoin13,cotrimoxazole8,0.58 (0.39-0.75),0.67 (0.43-0.94)
nitrofurantoin13,cotrimoxazole12,0.58 (0.39-0.75),0.62 (0.40-0.88)
nitrofurantoin13,clarithromycin7,0.58 (0.39-0.75),0.78 (0.49-1.46)
nitrofurantoin13,cotrimoxazole7,0.58 (0.39-0.75),0.68 (0.45-0.95)
nitrofurantoin13,ciprofloxacin5,0.58 (0.39-0.75),0.60 (0.39-0.81)
nitrofurantoin13,norfloxacin10,0.58 (0.39-0.75),0.92 (0.56-1.61)
nitrofurantoin13,cefixime10,0.58 (0.39-0.75),0.18 (0.08-0.36)
nitrofurantoin13,moxifloxacin6,0.58 (0.39-0.75),0.37 (0.24-0.50)
nitrofurantoin13,cotrimoxazole14,0.58 (0.39-0.75),0.60 (0.39-0.87)
nitrofurantoin13,clarithromycin9,0.58 (0.39-0.75),0.73 (0.43-1.45)
nitrofurantoin13,none,0.58 (0.39-0.75),1.02 (0.70-1.36)
nitrofurantoin13,clindamycin10,0.58 (0.39-0.75),0.21 (0.11-0.35)
nitrofurantoin13,clarithromycin8,0.58 (0.39-0.75),0.75 (0.46-1.46)
nitrofurantoin13,cefixime12,0.58 (0.39-0.75),0.16 (0.07-0.32)
nitrofurantoin13,ciprofloxacin6,0.58 (0.39-0.75),0.59 (0.39-0.81)
nitrofurantoin13,norfloxacin11,0.58 (0.39-0.75),0.92 (0.55-1.63)
nitrofurantoin13,cefixime11,0.58 (0.39-0.75),0.17 (0.08-0.33)
nitrofurantoin13,moxifloxacin7,0.58 (0.39-0.75),0.30 (0.20-0.42)
nitrofurantoin13,levofloxacin5,0.58 (0.39-0.75),0.73 (0.49-1.09)
nitrofurantoin13,clarithromycin10,0.58 (0.39-0.75),0.71 (0.41-1.44)
nitrofurantoin13,amoxicillin5,0.58 (0.39-0.75),0.71 (0.47-1.03)
nitrofurantoin13,clindamycin11,0.58 (0.39-0.75),0.20 (0.11-0.33)
nitrofurantoin13,norfloxacin13,0.58 (0.39-0.75),0.91 (0.54-1.66)
nitrofurantoin13,cefixime13,0.58 (0.39-0.75),0.15 (0.06-0.30)
nitrofurantoin13,tetracycline14,0.58 (0.39-0.75),1.12 (0.86-1.83)
nitrofurantoin13,norfloxacin12,0.58 (0.39-0.75),0.91 (0.55-1.65)
nitrofurantoin13,clarithromycin12,0.58 (0.39-0.75),0.67 (0.37-1.40)
nitrofurantoin13,moxifloxacin8,0.58 (0.39-0.75),0.27 (0.18-0.38)
nitrofurantoin13,levofloxacin6,0.58 (0.39-0.75),0.72 (0.48-1.06)
nitrofurantoin13,clarithromycin11,0.58 (0.39-0.75),0.69 (0.39-1.42)
nitrofurantoin13,amoxicillin6,0.58 (0.39-0.75),0.71 (0.47-1.02)
nitrofurantoin13,clindamycin12,0.58 (0.39-0.75),0.19 (0.10-0.32)
nitrofurantoin13,norfloxacin14,0.58 (0.39-0.75),0.91 (0.54-1.68)
nitrofurantoin13,cefixime14,0.58 (0.39-0.75),0.14 (0.06-0.29)
nitrofurantoin13,trimethoprim5,0.58 (0.39-0.75),0.81 (0.35-1.33)
nitrofurantoin13,levofloxacin8,0.58 (0.39-0.75),0.63 (0.41-0.98)
nitrofurantoin13,clarithromycin13,0.58 (0.39-0.75),0.66 (0.35-1.39)
nitrofurantoin13,moxifloxacin9,0.58 (0.39-0.75),0.25 (0.16-0.34)
nitrofurantoin13,levofloxacin7,0.58 (0.39-0.75),0.66 (0.43-1.01)
nitrofurantoin13,tetracycline6,0.58 (0.39-0.75),1.08 (0.83-1.63)
nitrofurantoin13,amoxicillin7,0.58 (0.39-0.75),0.67 (0.43-0.98)
nitrofurantoin13,clindamycin13,0.58 (0.39-0.75),0.18 (0.10-0.31)
nitrofurantoin13,tetracycline5,0.58 (0.39-0.75),1.08 (0.83-1.63)
nitrofurantoin13,cefprozil5,0.58 (0.39-0.75),0.60 (0.34-0.96)
nitrofurantoin13,trimethoprim6,0.58 (0.39-0.75),0.82 (0.35-1.34)
nitrofurantoin13,levofloxacin9,0.58 (0.39-0.75),0.61 (0.39-0.95)
nitrofurantoin13,clarithromycin14,0.58 (0.39-0.75),0.64 (0.34-1.37)
nitrofurantoin13,moxifloxacin10,0.58 (0.39-0.75),0.23 (0.15-0.32)
nitrofurantoin13,cloxacillin5,0.58 (0.39-0.75),0.60 (0.38-0.95)
nitrofurantoin13,tetracycline7,0.58 (0.39-0.75),1.09 (0.84-1.70)
nitrofurantoin13,amoxicillin8,0.58 (0.39-0.75),0.65 (0.42-0.95)
nitrofurantoin13,clindamycin14,0.58 (0.39-0.75),0.17 (0.09-0.29)
nitrofurantoin13,levofloxacin11,0.58 (0.39-0.75),0.56 (0.35-0.90)
nitrofurantoin13,cefprozil6,0.58 (0.39-0.75),0.59 (0.34-0.95)
nitrofurantoin13,trimethoprim7,0.58 (0.39-0.75),0.79 (0.31-1.37)
nitrofurantoin13,levofloxacin10,0.58 (0.39-0.75),0.58 (0.37-0.93)
nitrofurantoin13,clindamycin5,0.58 (0.39-0.75),0.31 (0.18-0.48)
nitrofurantoin13,moxifloxacin11,0.58 (0.39-0.75),0.21 (0.14-0.29)
nitrofurantoin13,cloxacillin6,0.58 (0.39-0.75),0.59 (0.38-0.93)
nitrofurantoin13,tetracycline8,0.58 (0.39-0.75),1.10 (0.85-1.72)
nitrofurantoin13,amoxicillin9,0.58 (0.39-0.75),0.63 (0.41-0.93)
nitrofurantoin13,trimethoprim9,0.58 (0.39-0.75),0.78 (0.28-1.41)
nitrofurantoin13,levofloxacin12,0.58 (0.39-0.75),0.54 (0.33-0.88)
nitrofurantoin13,cefprozil7,0.58 (0.39-0.75),0.54 (0.29-0.92)
nitrofurantoin13,trimethoprim8,0.58 (0.39-0.75),0.79 (0.29-1.39)
nitrofurantoin13,cloxacillin8,0.58 (0.39-0.75),0.51 (0.31-0.86)
nitrofurantoin13,clindamycin6,0.58 (0.39-0.75),0.30 (0.18-0.48)
nitrofurantoin13,moxifloxacin12,0.58 (0.39-0.75),0.20 (0.13-0.27)
nitrofurantoin13,cloxacillin7,0.58 (0.39-0.75),0.54 (0.33-0.88)
nitrofurantoin13,tetracycline9,0.58 (0.39-0.75),1.10 (0.85-1.74)
nitrofurantoin13,amoxicillin10,0.58 (0.39-0.75),0.62 (0.39-0.92)
nitrofurantoin13,trimethoprim10,0.58 (0.39-0.75),0.78 (0.27-1.43)
nitrofurantoin13,levofloxacin13,0.58 (0.39-0.75),0.52 (0.32-0.86)
nitrofurantoin13,cefprozil8,0.58 (0.39-0.75),0.52 (0.27-0.90)
nitrofurantoin13,moxifloxacin14,0.58 (0.39-0.75),0.17 (0.11-0.24)
nitrofurantoin13,cloxacillin9,0.58 (0.39-0.75),0.49 (0.29-0.84)
nitrofurantoin13,clindamycin7,0.58 (0.39-0.75),0.25 (0.15-0.41)
nitrofurantoin13,moxifloxacin13,0.58 (0.39-0.75),0.18 (0.12-0.26)
nitrofurantoin13,trimethoprim12,0.58 (0.39-0.75),0.77 (0.26-1.46)
nitrofurantoin13,tetracycline10,0.58 (0.39-0.75),1.11 (0.86-1.77)
nitrofurantoin13,amoxicillin11,0.58 (0.39-0.75),0.60 (0.38-0.90)
nitrofurantoin13,trimethoprim11,0.58 (0.39-0.75),0.77 (0.27-1.45)
nitrofurantoin13,levofloxacin14,0.58 (0.39-0.75),0.50 (0.31-0.84)
nitrofurantoin13,cefprozil9,0.58 (0.39-0.75),0.50 (0.26-0.88)
nitrofurantoin13,nitrofurantoin5,0.58 (0.39-0.75),1.03 (0.92-1.12)
nitrofurantoin13,cloxacillin10,0.58 (0.39-0.75),0.47 (0.28-0.83)
nitrofurantoin13,clindamycin8,0.58 (0.39-0.75),0.23 (0.13-0.39)
nitrofurantoin13,amoxicillin13,0.58 (0.39-0.75),0.57 (0.37-0.87)
nitrofurantoin13,trimethoprim13,0.58 (0.39-0.75),0.77 (0.26-1.47)
nitrofurantoin13,tetracycline11,0.58 (0.39-0.75),1.11 (0.86-1.78)
nitrofurantoin13,amoxicillin12,0.58 (0.39-0.75),0.59 (0.37-0.88)
nitrofurantoin13,nitrofurantoin7,0.58 (0.39-0.75),1.02 (0.95-1.08)
nitrofurantoin13,moxifloxacin5,0.58 (0.39-0.75),0.38 (0.25-0.52)
nitrofurantoin13,cefprozil10,0.58 (0.39-0.75),0.48 (0.25-0.87)
nitrofurantoin13,nitrofurantoin6,0.58 (0.39-0.75),1.03 (0.92-1.11)
nitrofurantoin13,cloxacillin11,0.58 (0.39-0.75),0.46 (0.26-0.82)
nitrofurantoin13,clindamycin9,0.58 (0.39-0.75),0.22 (0.12-0.37)
nitrofurantoin13,amoxicillin14,0.58 (0.39-0.75),0.56 (0.36-0.85)
nitrofurantoin13,trimethoprim14,0.58 (0.39-0.75),0.77 (0.25-1.48)
nitrofurantoin13,tetracycline12,0.58 (0.39-0.75),1.12 (0.86-1.80)
nitrofurantoin13,cefprozil12,0.58 (0.39-0.75),0.45 (0.22-0.85)
nitrofurantoin13,nitrofurantoin8,0.58 (0.39-0.75),1.02 (0.96-1.07)
nitrofurantoin13,cefuroxime13,0.58 (0.39-0.75),0.27 (0.15-0.45)
nitrofurantoin13,cefprozil11,0.58 (0.39-0.75),0.47 (0.23-0.86)
nitrofurantoin13,amoxiclav6,0.58 (0.39-0.75),0.48 (0.30-0.68)
nitrofurantoin13,nitrofurantoin11,0.58 (0.39-0.75),1.01 (0.99-1.03)
nitrofurantoin13,azithromycin7,0.58 (0.39-0.75),0.48 (0.29-0.72)
nitrofurantoin13,amoxiclav5,0.58 (0.39-0.75),0.48 (0.31-0.69)
nitrofurantoin13,nitrofurantoin10,0.58 (0.39-0.75),1.01 (0.98-1.04)
nitrofurantoin13,tetracycline13,0.58 (0.39-0.75),1.12 (0.86-1.82)
nitrofurantoin13,cefprozil13,0.58 (0.39-0.75),0.44 (0.21-0.84)
nitrofurantoin13,nitrofurantoin9,0.58 (0.39-0.75),1.02 (0.97-1.05)
nitrofurantoin13,cefuroxime14,0.58 (0.39-0.75),0.25 (0.14-0.42)
nitrofurantoin13,azithromycin9,0.58 (0.39-0.75),0.44 (0.26-0.67)
nitrofurantoin13,amoxiclav7,0.58 (0.39-0.75),0.42 (0.26-0.61)
nitrofurantoin13,nitrofurantoin12,0.58 (0.39-0.75),1.00 (0.99-1.01)
nitrofurantoin13,azithromycin8,0.58 (0.39-0.75),0.46 (0.27-0.69)
nitrofurantoin13,cefuroxime5,0.58 (0.39-0.75),0.51 (0.32-0.76)
nitrofurantoin13,amoxiclav10,0.58 (0.39-0.75),0.36 (0.22-0.54)
nitrofurantoin13,cephalexin6,0.58 (0.39-0.75),0.61 (0.41-0.83)
nitrofurantoin13,cefprozil14,0.58 (0.39-0.75),0.43 (0.20-0.83)
nitrofurantoin13,amoxiclav9,0.58 (0.39-0.75),0.38 (0.23-0.56)
nitrofurantoin13,cephalexin5,0.58 (0.39-0.75),0.62 (0.41-0.84)
nitrofurantoin13,azithromycin10,0.58 (0.39-0.75),0.42 (0.25-0.66)
nitrofurantoin13,amoxiclav8,0.58 (0.39-0.75),0.40 (0.25-0.58)
nitrofurantoin13,nitrofurantoin13,0.58 (0.39-0.75),1.00 (1.00-1.00)
nitrofurantoin13,cephalexin8,0.58 (0.39-0.75),0.53 (0.35-0.72)
nitrofurantoin13,cefuroxime6,0.58 (0.39-0.75),0.49 (0.31-0.74)
nitrofurantoin13,amoxiclav11,0.58 (0.39-0.75),0.35 (0.21-0.52)
nitrofurantoin13,cephalexin7,0.58 (0.39-0.75),0.55 (0.37-0.75)
nitrofurantoin13,azithromycin12,0.58 (0.39-0.75),0.40 (0.23-0.63)
nitrofurantoin13,cefuroxime9,0.58 (0.39-0.75),0.35 (0.21-0.57)
nitrofurantoin13,norfloxacin5,0.58 (0.39-0.75),0.96 (0.62-1.51)
nitrofurantoin13,azithromycin11,0.58 (0.39-0.75),0.41 (0.24-0.64)
nitrofurantoin13,cefuroxime8,0.58 (0.39-0.75),0.38 (0.23-0.61)
nitrofurantoin13,nitrofurantoin14,0.58 (0.39-0.75),1.00 (0.99-1.01)
nitrofurantoin13,cephalexin9,0.58 (0.39-0.75),0.50 (0.33-0.69)
nitrofurantoin13,cefuroxime7,0.58 (0.39-0.75),0.42 (0.25-0.65)
nitrofurantoin13,amoxiclav12,0.58 (0.39-0.75),0.33 (0.20-0.50)
nitrofurantoin13,norfloxacin7,0.58 (0.39-0.75),0.94 (0.59-1.55)
nitrofurantoin13,azithromycin13,0.58 (0.39-0.75),0.39 (0.23-0.61)
nitrofurantoin13,cefuroxime10,0.58 (0.39-0.75),0.33 (0.19-0.53)
nitrofurantoin13,norfloxacin6,0.58 (0.39-0.75),0.95 (0.61-1.50)
nitrofurantoin13,cephalexin11,0.58 (0.39-0.75),0.46 (0.30-0.63)
nitrofurantoin13,cefixime6,0.58 (0.39-0.75),0.30 (0.15-0.51)
nitrofurantoin13,amoxiclav14,0.58 (0.39-0.75),0.31 (0.19-0.47)
nitrofurantoin13,cephalexin10,0.58 (0.39-0.75),0.48 (0.32-0.66)
nitrofurantoin13,cefixime5,0.58 (0.39-0.75),0.30 (0.16-0.52)
nitrofurantoin13,amoxiclav13,0.58 (0.39-0.75),0.32 (0.20-0.48)
nitrofurantoin13,norfloxacin8,0.58 (0.39-0.75),0.94 (0.58-1.57)
nitrofurantoin13,azithromycin14,0.58 (0.39-0.75),0.38 (0.22-0.59)
nitrofurantoin13,cefuroxime11,0.58 (0.39-0.75),0.30 (0.18-0.50)
nitrofurantoin13,azithromycin6,0.58 (0.39-0.75),0.53 (0.33-0.77)
nitrofurantoin13,cephalexin12,0.58 (0.39-0.75),0.44 (0.29-0.61)
nitrofurantoin13,cefixime7,0.58 (0.39-0.75),0.24 (0.12-0.44)
nitrofurantoin13,azithromycin5,0.58 (0.39-0.75),0.53 (0.33-0.78)
nitrofurantoin13,cephalexin14,0.58 (0.39-0.75),0.41 (0.27-0.56)
nitrofurantoin13,cefuroxime12,0.58 (0.39-0.75),0.28 (0.16-0.47)
nitrofurantoin13,norfloxacin9,0.58 (0.39-0.75),0.93 (0.56-1.58)
nitrofurantoin13,cefixime8,0.58 (0.39-0.75),0.22 (0.10-0.40)
nitrofurantoin13,cephalexin13,0.58 (0.39-0.75),0.42 (0.28-0.59)
nitrofurantoin14,none,0.58 (0.39-0.76),1.03 (0.70-1.37)
nitrofurantoin14,cefixime9,0.58 (0.39-0.76),0.20 (0.09-0.38)
nitrofurantoin14,ciprofloxacin6,0.58 (0.39-0.76),0.59 (0.39-0.81)
nitrofurantoin14,cefprozil11,0.58 (0.39-0.76),0.47 (0.23-0.87)
nitrofurantoin14,ciprofloxacin5,0.58 (0.39-0.76),0.60 (0.39-0.82)
nitrofurantoin14,cefprozil12,0.58 (0.39-0.76),0.46 (0.22-0.86)
nitrofurantoin14,cefixime10,0.58 (0.39-0.76),0.18 (0.08-0.36)
nitrofurantoin14,amoxicillin5,0.58 (0.39-0.76),0.72 (0.47-1.04)
nitrofurantoin14,ciprofloxacin8,0.58 (0.39-0.76),0.52 (0.34-0.72)
nitrofurantoin14,amoxiclav6,0.58 (0.39-0.76),0.48 (0.30-0.68)
nitrofurantoin14,cefixime13,0.58 (0.39-0.76),0.15 (0.06-0.31)
nitrofurantoin14,ciprofloxacin7,0.58 (0.39-0.76),0.54 (0.35-0.75)
nitrofurantoin14,amoxiclav5,0.58 (0.39-0.76),0.48 (0.31-0.69)
nitrofurantoin14,cefixime12,0.58 (0.39-0.76),0.16 (0.07-0.32)
nitrofurantoin14,amoxicillin7,0.58 (0.39-0.76),0.67 (0.43-0.99)
nitrofurantoin14,cefprozil13,0.58 (0.39-0.76),0.44 (0.21-0.85)
nitrofurantoin14,cefixime11,0.58 (0.39-0.76),0.17 (0.08-0.34)
nitrofurantoin14,amoxicillin6,0.58 (0.39-0.76),0.71 (0.47-1.03)
nitrofurantoin14,ciprofloxacin9,0.58 (0.39-0.76),0.50 (0.32-0.70)
nitrofurantoin14,amoxiclav7,0.58 (0.39-0.76),0.42 (0.26-0.61)
nitrofurantoin14,cefixime14,0.58 (0.39-0.76),0.14 (0.06-0.29)
nitrofurantoin14,amoxicillin9,0.58 (0.39-0.76),0.63 (0.40-0.94)
nitrofurantoin14,cefuroxime5,0.58 (0.39-0.76),0.51 (0.32-0.77)
nitrofurantoin14,amoxiclav10,0.58 (0.39-0.76),0.36 (0.22-0.54)
nitrofurantoin14,amoxicillin8,0.58 (0.39-0.76),0.65 (0.42-0.96)
nitrofurantoin14,cefprozil14,0.58 (0.39-0.76),0.43 (0.21-0.84)
nitrofurantoin14,amoxiclav9,0.58 (0.39-0.76),0.38 (0.23-0.56)
nitrofurantoin14,cefprozil6,0.58 (0.39-0.76),0.59 (0.33-0.96)
nitrofurantoin14,ciprofloxacin10,0.58 (0.39-0.76),0.48 (0.31-0.67)
nitrofurantoin14,amoxiclav8,0.58 (0.39-0.76),0.40 (0.25-0.59)
nitrofurantoin14,cefprozil5,0.58 (0.39-0.76),0.60 (0.34-0.97)
nitrofurantoin14,amoxicillin10,0.58 (0.39-0.76),0.62 (0.39-0.92)
nitrofurantoin14,cefuroxime6,0.58 (0.39-0.76),0.49 (0.31-0.74)
nitrofurantoin14,amoxiclav11,0.58 (0.39-0.76),0.35 (0.22-0.52)
nitrofurantoin14,cefprozil8,0.58 (0.39-0.76),0.52 (0.27-0.90)
nitrofurantoin14,ciprofloxacin12,0.58 (0.39-0.76),0.45 (0.29-0.64)
nitrofurantoin14,cefuroxime9,0.58 (0.39-0.76),0.35 (0.21-0.57)
nitrofurantoin14,cefprozil7,0.58 (0.39-0.76),0.54 (0.29-0.93)
nitrofurantoin14,ciprofloxacin11,0.58 (0.39-0.76),0.47 (0.30-0.66)
nitrofurantoin14,cefuroxime8,0.58 (0.39-0.76),0.38 (0.23-0.61)
nitrofurantoin14,amoxiclav13,0.58 (0.39-0.76),0.32 (0.20-0.49)
nitrofurantoin14,amoxicillin11,0.58 (0.39-0.76),0.60 (0.38-0.90)
